Order Date,Region,Category,Segment,Sales,Quantity,Discount,Profit
2024-03-28,Central,Technology,Consumer,45.73,4,0.0,-16.09
2024-03-28,East,Office Supplies,Corporate,21.47,4,0.0,53.38
2024-03-28,Central,Furniture,Corporate,644.21,6,0.3,74.35
2024-03-29,West,Furniture,Consumer,1010.17,5,0.0,276.33
2024-03-29,West,Office Supplies,Corporate,60.22,6,0.0,22.49
2024-03-29,East,Furniture,Corporate,370.99,1,0.0,107.24
2024-03-29,Central,Technology,Corporate,454.66,4,0.0,104.0
2024-03-29,East,Office Supplies,Home Office,33.87,4,0.2,10.75
2024-03-29,West,Technology,Corporate,176.08,4,0.3,31.81
2024-03-30,West,Furniture,Consumer,171.09,4,0.0,61.96
2024-03-30,South,Office Supplies,Consumer,14.69,5,0.1,11.2
2024-03-30,South,Office Supplies,Consumer,113.07,5,0.0,11.17
2024-03-30,West,Technology,Home Office,216.84,1,0.0,72.87
2024-03-30,West,Office Supplies,Corporate,23.14,5,0.0,12.07
2024-03-31,West,Technology,Corporate,600.25,6,0.1,141.16
2024-03-31,West,Office Supplies,Consumer,134.95,3,0.2,15.08
2024-03-31,East,Technology,Corporate,333.34,5,0.0,110.97
2024-03-31,Central,Technology,Consumer,545.28,3,0.0,145.86
2024-03-31,West,Technology,Consumer,354.53,7,0.0,83.18
2024-03-31,East,Technology,Consumer,173.98,6,0.1,52.86
2024-03-31,West,Office Supplies,Corporate,26.3,4,0.3,2.01
2024-03-31,West,Office Supplies,Home Office,99.09,4,0.1,35.93
2024-04-01,Central,Office Supplies,Consumer,182.43,1,0.2,48.86
2024-04-01,Central,Office Supplies,Corporate,142.63,6,0.0,26.99
2024-04-01,West,Technology,Consumer,664.47,2,0.1,167.91
2024-04-01,East,Technology,Corporate,418.19,2,0.0,125.36
2024-04-01,East,Office Supplies,Consumer,74.12,5,0.0,8.16
2024-04-02,West,Office Supplies,Corporate,64.89,2,0.0,26.23
2024-04-02,West,Technology,Consumer,561.0,3,0.1,143.51
2024-04-02,Central,Office Supplies,Corporate,93.53,5,0.0,13.71
2024-04-03,West,Technology,Consumer,255.67,3,0.0,69.47
2024-04-03,South,Office Supplies,Corporate,68.6,2,0.0,32.73
2024-04-03,West,Technology,Home Office,861.53,4,0.3,88.25
2024-04-03,East,Furniture,Consumer,307.09,4,0.0,79.21
2024-04-03,South,Office Supplies,Corporate,51.25,1,0.2,40.84
2024-04-04,West,Office Supplies,Consumer,94.64,2,0.0,38.56
2024-04-04,West,Furniture,Consumer,394.67,5,0.1,109.72
2024-04-04,West,Technology,Home Office,1334.91,1,0.1,331.04
2024-04-04,West,Furniture,Consumer,186.91,3,0.3,27.12
2024-04-05,West,Office Supplies,Consumer,12.76,7,0.2,15.03
2024-04-05,West,Technology,Consumer,368.12,6,0.2,83.41
2024-04-05,Central,Office Supplies,Corporate,27.83,2,0.1,15.45
2024-04-05,South,Technology,Corporate,155.28,3,0.2,48.69
2024-04-05,West,Technology,Corporate,735.65,1,0.0,176.78
2024-04-06,East,Furniture,Consumer,416.14,6,0.2,81.52
2024-04-06,West,Technology,Corporate,203.47,6,0.0,53.76
2024-04-06,West,Furniture,Corporate,148.92,2,0.0,40.64
2024-04-06,West,Technology,Corporate,2150.42,6,0.0,602.69
2024-04-06,West,Furniture,Consumer,420.1,2,0.1,114.64
2024-04-06,East,Technology,Consumer,820.98,3,0.2,171.12
2024-04-06,East,Office Supplies,Consumer,3.24,6,0.2,15.99
2024-04-06,West,Technology,Corporate,1008.73,6,0.1,237.14
2024-04-06,Central,Furniture,Home Office,236.49,5,0.2,30.04
2024-04-06,West,Office Supplies,Home Office,98.53,4,0.1,54.69
2024-04-07,Central,Office Supplies,Corporate,79.58,2,0.0,20.67
2024-04-07,West,Office Supplies,Home Office,88.77,3,0.0,38.3
2024-04-07,Central,Office Supplies,Consumer,67.72,3,0.1,50.66
2024-04-07,East,Office Supplies,Home Office,23.07,7,0.0,32.63
2024-04-07,West,Technology,Corporate,633.44,4,0.1,153.06
2024-04-08,Central,Office Supplies,Consumer,484.18,6,0.0,169.73
2024-04-08,West,Furniture,Consumer,48.75,6,0.1,4.41
2024-04-08,Central,Furniture,Consumer,78.39,1,0.0,-6.49
2024-04-08,East,Furniture,Corporate,302.98,2,0.0,98.76
2024-04-08,East,Furniture,Consumer,477.61,5,0.0,130.69
2024-04-09,West,Office Supplies,Corporate,129.44,3,0.0,39.52
2024-04-09,West,Furniture,Corporate,158.37,5,0.2,31.17
2024-04-09,West,Furniture,Home Office,72.45,1,0.0,19.85
2024-04-09,West,Office Supplies,Corporate,62.27,6,0.1,-5.58
2024-04-10,Central,Technology,Corporate,180.65,1,0.2,63.95
2024-04-10,East,Technology,Consumer,294.45,6,0.2,48.15
2024-04-10,East,Technology,Consumer,1185.21,6,0.0,326.27
2024-04-10,West,Technology,Consumer,553.59,1,0.0,155.48
2024-04-10,West,Furniture,Consumer,525.09,6,0.0,149.07
2024-04-11,East,Office Supplies,Home Office,86.79,6,0.0,1.35
2024-04-11,West,Furniture,Corporate,373.22,7,0.0,93.2
2024-04-12,East,Technology,Home Office,172.89,7,0.1,36.59
2024-04-12,West,Office Supplies,Home Office,98.95,6,0.1,7.8
2024-04-12,West,Technology,Consumer,152.69,1,0.1,39.2
2024-04-12,West,Furniture,Corporate,388.07,2,0.0,83.11
2024-04-13,West,Office Supplies,Consumer,88.49,6,0.0,21.4
2024-04-13,West,Office Supplies,Consumer,38.08,4,0.1,25.31
2024-04-13,East,Office Supplies,Consumer,57.85,3,0.1,-6.14
2024-04-14,West,Technology,Home Office,197.34,7,0.0,74.4
2024-04-14,South,Furniture,Consumer,462.74,4,0.0,123.47
2024-04-14,South,Furniture,Consumer,72.08,3,0.0,17.04
2024-04-14,East,Technology,Home Office,67.65,5,0.3,8.06
2024-04-14,East,Furniture,Consumer,468.18,4,0.1,118.3
2024-04-14,Central,Office Supplies,Consumer,96.26,3,0.1,18.23
2024-04-15,Central,Office Supplies,Consumer,73.47,3,0.0,10.95
2024-04-15,East,Office Supplies,Consumer,24.75,1,0.3,16.34
2024-04-16,West,Technology,Corporate,566.04,2,0.0,168.32
2024-04-16,Central,Technology,Consumer,457.4,6,0.1,105.42
2024-04-16,East,Technology,Consumer,362.26,4,0.0,98.37
2024-04-17,West,Furniture,Corporate,342.48,5,0.0,96.04
2024-04-17,West,Office Supplies,Corporate,117.13,1,0.0,23.94
2024-04-17,Central,Office Supplies,Consumer,87.57,7,0.0,3.3
2024-04-17,West,Office Supplies,Consumer,66.36,1,0.1,35.73
2024-04-18,East,Technology,Consumer,43.73,7,0.1,14.78
2024-04-18,Central,Technology,Home Office,514.42,7,0.0,163.35
2024-04-18,West,Furniture,Consumer,473.39,5,0.1,120.46
2024-04-18,South,Technology,Consumer,535.51,2,0.1,119.9
2024-04-18,South,Office Supplies,Consumer,17.36,4,0.0,5.78
2024-04-19,West,Furniture,Consumer,179.51,1,0.1,50.17
2024-04-19,South,Office Supplies,Consumer,66.63,2,0.0,44.32
2024-04-19,East,Technology,Consumer,163.62,1,0.3,-2.2
2024-04-19,East,Furniture,Consumer,558.32,7,0.1,131.26
2024-04-20,Central,Technology,Corporate,466.34,6,0.0,132.03
2024-04-20,West,Technology,Home Office,85.02,3,0.1,26.44
2024-04-20,East,Technology,Corporate,415.7,2,0.3,37.32
2024-04-20,East,Technology,Corporate,394.07,4,0.0,100.38
2024-04-20,Central,Furniture,Consumer,58.4,3,0.1,19.99
2024-04-20,West,Technology,Home Office,192.46,4,0.0,38.61
2024-04-20,South,Technology,Consumer,209.04,1,0.2,45.74
2024-04-21,East,Office Supplies,Home Office,102.76,3,0.1,45.73
2024-04-21,Central,Technology,Consumer,515.28,7,0.0,139.9
2024-04-22,East,Technology,Corporate,712.53,1,0.1,167.8
2024-04-22,West,Technology,Corporate,435.75,3,0.0,119.79
2024-04-22,West,Technology,Consumer,237.49,6,0.1,52.14
2024-04-23,West,Technology,Consumer,582.81,6,0.0,157.96
2024-04-23,East,Furniture,Consumer,415.32,2,0.1,125.28
2024-04-23,West,Office Supplies,Consumer,73.08,1,0.0,40.95
2024-04-23,West,Furniture,Home Office,454.38,3,0.1,83.24
2024-04-24,East,Furniture,Consumer,806.36,4,0.0,245.38
2024-04-24,West,Furniture,Corporate,510.3,7,0.1,131.57
2024-04-24,West,Technology,Home Office,185.67,5,0.0,40.45
2024-04-25,South,Technology,Home Office,282.68,7,0.2,18.61
2024-04-25,West,Office Supplies,Corporate,76.44,6,0.0,39.52
2024-04-25,East,Office Supplies,Consumer,84.05,4,0.1,22.9
2024-04-26,East,Office Supplies,Consumer,48.08,4,0.0,20.61
2024-04-26,Central,Office Supplies,Corporate,127.74,6,0.0,24.02
2024-04-27,West,Technology,Corporate,819.83,7,0.2,149.71
2024-04-27,Central,Office Supplies,Consumer,59.62,6,0.0,-2.26
2024-04-27,East,Office Supplies,Corporate,56.27,7,0.0,34.25
2024-04-28,East,Furniture,Corporate,1028.1,3,0.2,188.47
2024-04-29,West,Furniture,Consumer,139.22,5,0.1,39.15
2024-04-29,Central,Technology,Home Office,105.71,1,0.3,11.29
2024-04-29,West,Furniture,Home Office,173.86,7,0.0,38.66
2024-04-29,West,Technology,Corporate,248.89,5,0.0,60.09
2024-04-30,West,Technology,Corporate,329.04,7,0.1,64.89
2024-04-30,West,Office Supplies,Consumer,27.32,5,0.0,28.16
2024-04-30,South,Furniture,Home Office,88.58,3,0.0,24.11
2024-05-01,East,Office Supplies,Consumer,37.58,2,0.1,17.65
2024-05-01,East,Technology,Consumer,364.15,7,0.0,120.79
2024-05-01,Central,Furniture,Corporate,246.63,2,0.3,36.62
2024-05-02,West,Technology,Consumer,522.85,3,0.1,118.63
2024-05-03,East,Technology,Corporate,104.95,5,0.1,9.77
2024-05-03,West,Furniture,Consumer,1083.31,5,0.2,191.08
2024-05-03,South,Technology,Consumer,220.02,3,0.1,65.28
2024-05-04,Central,Technology,Home Office,600.16,5,0.2,108.64
2024-05-04,Central,Furniture,Corporate,379.11,6,0.0,132.58
2024-05-04,South,Office Supplies,Home Office,243.65,1,0.3,51.75
2024-05-05,West,Technology,Corporate,540.58,4,0.0,123.43
2024-05-05,West,Office Supplies,Corporate,33.81,6,0.0,-10.48
2024-05-05,Central,Furniture,Corporate,211.92,3,0.2,8.41
2024-05-05,East,Technology,Home Office,587.98,3,0.2,95.44
2024-05-06,Central,Technology,Corporate,549.18,1,0.2,94.9
2024-05-06,East,Office Supplies,Consumer,178.51,7,0.2,24.03
2024-05-06,West,Furniture,Corporate,302.82,2,0.2,74.41
2024-05-06,East,Office Supplies,Consumer,230.24,1,0.2,19.63
2024-05-06,Central,Technology,Home Office,86.64,5,0.2,-3.59
2024-05-07,West,Technology,Home Office,206.89,7,0.2,13.17
2024-05-07,West,Office Supplies,Consumer,18.12,6,0.0,-12.7
2024-05-07,East,Technology,Home Office,828.43,7,0.0,239.78
2024-05-07,West,Office Supplies,Consumer,58.04,1,0.0,10.92
2024-05-07,South,Office Supplies,Consumer,31.24,4,0.0,16.97
2024-05-07,West,Office Supplies,Corporate,59.29,4,0.1,-4.16
2024-05-08,East,Office Supplies,Consumer,15.18,6,0.0,15.17
2024-05-08,Central,Technology,Home Office,933.3,5,0.0,294.56
2024-05-08,Central,Office Supplies,Consumer,250.3,4,0.0,105.23
2024-05-08,South,Technology,Consumer,966.56,3,0.1,223.22
2024-05-08,West,Technology,Consumer,595.63,7,0.3,77.56
2024-05-08,South,Furniture,Consumer,244.17,4,0.1,60.92
2024-05-08,East,Furniture,Corporate,113.54,6,0.0,18.58
2024-05-09,West,Office Supplies,Consumer,63.79,6,0.2,47.98
2024-05-09,East,Office Supplies,Consumer,162.51,4,0.0,51.75
2024-05-09,West,Technology,Corporate,1068.74,6,0.0,308.13
2024-05-10,South,Office Supplies,Consumer,55.71,3,0.0,17.8
2024-05-10,Central,Technology,Corporate,476.21,2,0.1,117.78
2024-05-10,East,Office Supplies,Home Office,211.05,7,0.2,14.03
2024-05-10,East,Technology,Consumer,116.9,7,0.0,62.71
2024-05-10,South,Office Supplies,Home Office,130.04,7,0.2,39.83
2024-05-10,West,Office Supplies,Corporate,39.59,4,0.1,21.12
2024-05-11,West,Technology,Corporate,824.76,4,0.2,122.4
2024-05-11,Central,Office Supplies,Corporate,233.99,5,0.2,52.33
2024-05-11,West,Furniture,Home Office,86.81,1,0.0,11.86
2024-05-11,East,Technology,Consumer,373.97,6,0.1,64.53
2024-05-11,West,Office Supplies,Corporate,268.26,4,0.1,76.63
2024-05-12,West,Office Supplies,Consumer,47.73,3,0.0,0.83
2024-05-12,Central,Furniture,Home Office,430.84,7,0.1,96.42
2024-05-12,Central,Technology,Consumer,795.37,3,0.2,156.79
2024-05-12,West,Office Supplies,Home Office,300.28,5,0.1,50.0
2024-05-12,Central,Furniture,Home Office,393.09,4,0.1,83.65
2024-05-12,West,Technology,Consumer,121.34,3,0.0,35.26
2024-05-13,Central,Furniture,Corporate,149.81,6,0.1,39.89
2024-05-13,East,Furniture,Corporate,112.77,3,0.2,44.12
2024-05-13,West,Technology,Corporate,433.9,1,0.0,141.08
2024-05-13,West,Office Supplies,Corporate,109.67,7,0.0,53.33
2024-05-13,West,Technology,Home Office,663.85,5,0.0,181.28
2024-05-13,West,Office Supplies,Corporate,15.32,2,0.0,25.06
2024-05-13,West,Furniture,Consumer,74.99,2,0.1,23.72
2024-05-13,East,Office Supplies,Corporate,67.48,4,0.1,0.91
2024-05-14,West,Office Supplies,Home Office,109.39,4,0.0,1.48
2024-05-14,West,Technology,Corporate,3535.16,7,0.1,814.04
2024-05-14,East,Furniture,Corporate,158.98,6,0.1,10.95
2024-05-14,Central,Office Supplies,Corporate,29.19,6,0.0,5.06
2024-05-14,West,Technology,Consumer,806.55,5,0.0,255.91
2024-05-14,West,Furniture,Consumer,183.3,4,0.2,42.25
2024-05-15,South,Office Supplies,Home Office,128.54,1,0.1,43.94
2024-05-15,Central,Technology,Corporate,416.99,3,0.0,84.3
2024-05-15,East,Furniture,Consumer,548.18,3,0.2,102.65
2024-05-15,East,Technology,Home Office,1247.89,4,0.1,251.21
2024-05-15,West,Technology,Home Office,233.5,6,0.0,60.94
2024-05-15,West,Office Supplies,Consumer,13.7,2,0.1,-12.96
2024-05-16,West,Technology,Corporate,279.19,6,0.0,69.36
2024-05-16,Central,Office Supplies,Home Office,153.42,1,0.0,27.71
2024-05-16,South,Office Supplies,Corporate,67.94,1,0.0,19.57
2024-05-17,West,Technology,Consumer,411.07,5,0.0,127.29
2024-05-17,West,Furniture,Consumer,319.52,1,0.0,74.25
2024-05-17,West,Technology,Home Office,448.13,4,0.2,112.98
2024-05-18,South,Office Supplies,Corporate,125.48,3,0.0,31.53
2024-05-18,East,Furniture,Consumer,617.21,4,0.0,166.48
2024-05-18,West,Furniture,Corporate,202.61,3,0.0,43.57
2024-05-18,West,Technology,Consumer,428.77,6,0.0,113.42
2024-05-18,South,Technology,Corporate,383.85,7,0.0,125.01
2024-05-18,West,Office Supplies,Consumer,101.6,6,0.1,34.46
2024-05-19,East,Office Supplies,Corporate,50.17,1,0.1,12.11
2024-05-19,Central,Technology,Consumer,687.87,4,0.1,180.94
2024-05-19,East,Technology,Consumer,248.97,5,0.2,37.11
2024-05-20,West,Furniture,Consumer,162.01,6,0.0,52.04
2024-05-20,Central,Furniture,Corporate,570.16,1,0.1,119.76
2024-05-20,East,Office Supplies,Home Office,10.9,1,0.2,-8.36
2024-05-20,South,Technology,Corporate,949.26,2,0.0,264.68
2024-05-20,West,Technology,Corporate,371.24,3,0.1,80.73
2024-05-21,East,Office Supplies,Corporate,32.92,6,0.0,24.51
2024-05-21,Central,Technology,Consumer,133.64,5,0.1,-3.38
2024-05-21,Central,Technology,Corporate,170.74,5,0.2,28.69
2024-05-21,West,Office Supplies,Corporate,12.7,4,0.0,3.7
2024-05-22,Central,Technology,Consumer,518.78,6,0.2,91.13
2024-05-23,South,Technology,Corporate,1306.58,2,0.1,318.69
2024-05-23,West,Technology,Consumer,436.45,5,0.0,125.61
2024-05-23,West,Furniture,Corporate,325.29,2,0.0,104.89
2024-05-23,South,Technology,Corporate,177.06,3,0.0,20.61
2024-05-24,West,Technology,Corporate,749.56,1,0.2,132.14
2024-05-24,West,Office Supplies,Corporate,68.92,5,0.0,11.95
2024-05-24,South,Technology,Home Office,744.59,1,0.0,197.38
2024-05-24,West,Technology,Corporate,632.99,5,0.1,126.28
2024-05-24,East,Technology,Consumer,313.03,7,0.3,32.56
2024-05-25,West,Furniture,Consumer,139.27,2,0.2,36.41
2024-05-25,Central,Office Supplies,Home Office,118.72,4,0.0,13.86
2024-05-25,South,Office Supplies,Corporate,64.5,4,0.0,-1.7
2024-05-25,West,Furniture,Home Office,57.72,1,0.1,10.96
2024-05-25,East,Technology,Corporate,293.32,1,0.0,48.99
2024-05-25,West,Office Supplies,Consumer,80.74,1,0.2,6.91
2024-05-26,West,Office Supplies,Corporate,49.91,6,0.0,-0.71
2024-05-26,South,Furniture,Consumer,772.3,7,0.1,184.55
2024-05-26,Central,Office Supplies,Home Office,12.75,2,0.0,6.33
2024-05-26,West,Office Supplies,Corporate,144.03,6,0.0,34.01
2024-05-27,West,Technology,Corporate,366.8,6,0.1,86.61
2024-05-27,East,Technology,Corporate,294.94,2,0.0,87.7
2024-05-27,West,Office Supplies,Corporate,55.98,1,0.0,20.5
2024-05-27,Central,Technology,Consumer,1116.85,3,0.0,337.33
2024-05-27,Central,Technology,Consumer,199.7,1,0.1,42.02
2024-05-28,East,Technology,Home Office,44.14,7,0.2,33.82
2024-05-28,West,Furniture,Corporate,495.28,3,0.0,124.53
2024-05-29,West,Furniture,Consumer,231.9,3,0.0,55.51
2024-05-29,West,Technology,Corporate,957.81,2,0.0,269.38
2024-05-29,East,Technology,Home Office,497.17,4,0.1,126.26
2024-05-29,West,Furniture,Corporate,458.01,4,0.0,136.99
2024-05-30,East,Technology,Consumer,145.65,1,0.0,39.74
2024-05-30,West,Office Supplies,Consumer,117.98,1,0.1,25.42
2024-05-30,West,Office Supplies,Consumer,72.48,1,0.1,-3.14
2024-05-31,East,Office Supplies,Consumer,53.21,4,0.3,53.54
2024-05-31,East,Office Supplies,Consumer,97.57,3,0.0,9.42
2024-05-31,West,Technology,Home Office,420.66,5,0.1,93.07
2024-05-31,East,Furniture,Corporate,261.52,2,0.3,31.12
2024-05-31,East,Furniture,Corporate,235.25,2,0.0,63.62
2024-06-01,Central,Office Supplies,Consumer,87.49,6,0.2,18.94
2024-06-01,Central,Furniture,Consumer,311.49,2,0.1,53.3
2024-06-01,West,Technology,Corporate,96.76,6,0.1,10.83
2024-06-01,South,Office Supplies,Home Office,56.31,4,0.1,7.58
2024-06-01,South,Furniture,Consumer,301.9,3,0.0,85.33
2024-06-01,East,Office Supplies,Home Office,16.14,7,0.0,-0.12
2024-06-01,South,Office Supplies,Consumer,23.32,3,0.0,8.75
2024-06-02,West,Technology,Corporate,431.87,6,0.0,136.71
2024-06-02,West,Furniture,Consumer,752.89,6,0.0,191.69
2024-06-02,West,Office Supplies,Consumer,90.97,1,0.1,36.19
2024-06-02,East,Furniture,Consumer,225.91,5,0.0,57.22
2024-06-02,East,Office Supplies,Consumer,68.38,2,0.2,17.61
2024-06-02,South,Office Supplies,Home Office,180.21,4,0.0,54.07
2024-06-03,West,Furniture,Consumer,1398.57,2,0.3,160.7
2024-06-03,East,Technology,Consumer,1060.79,6,0.1,212.6
2024-06-03,West,Technology,Corporate,560.68,7,0.0,175.77
2024-06-04,West,Technology,Consumer,465.41,4,0.2,101.6
2024-06-04,West,Technology,Consumer,170.79,2,0.0,36.23
2024-06-04,West,Technology,Corporate,619.3,2,0.2,112.52
2024-06-04,East,Technology,Corporate,263.78,7,0.0,85.27
2024-06-05,South,Furniture,Home Office,212.18,3,0.1,55.33
2024-06-05,West,Office Supplies,Corporate,130.77,3,0.1,-10.09
2024-06-05,Central,Technology,Corporate,651.2,5,0.1,170.76
2024-06-05,East,Office Supplies,Consumer,173.89,3,0.0,60.61
2024-06-05,South,Furniture,Home Office,160.31,2,0.0,28.31
2024-06-05,West,Technology,Consumer,207.64,2,0.0,72.97
2024-06-06,West,Technology,Corporate,551.45,7,0.0,195.88
2024-06-06,South,Technology,Consumer,85.53,3,0.0,31.15
2024-06-06,South,Furniture,Home Office,196.75,4,0.0,42.68
2024-06-06,West,Technology,Consumer,1571.15,6,0.1,373.26
2024-06-06,West,Furniture,Corporate,303.23,6,0.1,74.98
2024-06-06,South,Technology,Consumer,1531.63,7,0.1,374.57
2024-06-06,West,Technology,Consumer,24.65,2,0.0,-17.83
2024-06-06,East,Office Supplies,Corporate,37.65,1,0.3,25.79
2024-06-06,Central,Office Supplies,Consumer,54.98,2,0.2,21.9
2024-06-06,East,Office Supplies,Corporate,148.57,2,0.2,22.97
2024-06-07,West,Furniture,Corporate,288.09,6,0.0,49.56
2024-06-07,East,Office Supplies,Consumer,187.39,1,0.0,58.61
2024-06-07,East,Technology,Consumer,228.53,7,0.1,61.15
2024-06-07,West,Office Supplies,Consumer,154.4,5,0.0,50.97
2024-06-08,South,Furniture,Home Office,301.16,2,0.0,69.21
2024-06-09,West,Technology,Home Office,131.48,5,0.1,12.33
2024-06-09,Central,Technology,Corporate,156.23,5,0.0,59.36
2024-06-09,Central,Technology,Consumer,63.34,1,0.0,22.37
2024-06-09,East,Furniture,Home Office,678.37,1,0.0,171.0
2024-06-09,West,Technology,Home Office,819.97,3,0.0,208.62
2024-06-09,West,Office Supplies,Corporate,36.44,6,0.1,-9.5
2024-06-09,West,Office Supplies,Corporate,52.07,2,0.0,-6.28
2024-06-10,West,Technology,Home Office,188.09,6,0.0,46.01
2024-06-10,West,Office Supplies,Consumer,89.1,2,0.0,15.27
2024-06-10,West,Technology,Consumer,329.4,6,0.0,112.94
2024-06-10,West,Office Supplies,Home Office,84.59,2,0.3,-11.05
2024-06-10,West,Furniture,Home Office,238.26,6,0.2,36.28
2024-06-10,West,Office Supplies,Consumer,259.87,3,0.0,57.64
2024-06-10,West,Furniture,Home Office,353.1,4,0.0,106.04
2024-06-11,West,Office Supplies,Consumer,115.99,3,0.0,40.64
2024-06-11,West,Office Supplies,Home Office,57.04,6,0.1,21.42
2024-06-11,East,Office Supplies,Consumer,142.32,7,0.0,58.5
2024-06-11,West,Furniture,Consumer,254.95,3,0.1,54.89
2024-06-12,Central,Office Supplies,Corporate,26.79,7,0.1,20.12
2024-06-12,East,Furniture,Consumer,176.78,3,0.1,16.61
2024-06-12,Central,Technology,Corporate,434.16,6,0.0,142.84
2024-06-13,Central,Technology,Home Office,146.42,5,0.0,51.83
2024-06-13,West,Office Supplies,Consumer,68.03,7,0.0,17.3
2024-06-13,West,Office Supplies,Consumer,70.68,5,0.0,0.26
2024-06-13,South,Technology,Home Office,318.37,4,0.1,78.44
2024-06-13,West,Office Supplies,Consumer,40.56,4,0.1,-2.17
2024-06-13,South,Technology,Corporate,270.39,3,0.1,42.08
2024-06-13,West,Furniture,Corporate,118.4,5,0.0,23.02
2024-06-13,South,Office Supplies,Consumer,94.8,4,0.0,47.89
2024-06-13,Central,Office Supplies,Consumer,72.3,6,0.2,16.49
2024-06-13,Central,Office Supplies,Consumer,52.11,4,0.1,7.63
2024-06-13,Central,Office Supplies,Consumer,47.37,4,0.2,48.87
2024-06-14,South,Furniture,Consumer,79.57,5,0.1,-14.16
2024-06-14,East,Technology,Consumer,996.59,4,0.0,282.26
2024-06-14,West,Technology,Home Office,124.75,5,0.0,48.15
2024-06-15,South,Office Supplies,Consumer,176.34,4,0.0,45.68
2024-06-15,Central,Office Supplies,Consumer,102.35,1,0.3,1.48
2024-06-15,Central,Office Supplies,Corporate,60.19,4,0.2,4.1
2024-06-15,West,Technology,Consumer,421.48,4,0.2,63.26
2024-06-15,East,Technology,Consumer,769.83,4,0.0,228.12
2024-06-15,West,Office Supplies,Consumer,203.69,2,0.0,70.31
2024-06-15,East,Technology,Consumer,1039.06,6,0.0,289.42
2024-06-16,South,Technology,Consumer,264.11,7,0.0,104.98
2024-06-16,West,Office Supplies,Corporate,17.14,4,0.2,8.02
2024-06-16,East,Furniture,Home Office,421.05,3,0.0,132.94
2024-06-16,East,Furniture,Consumer,156.22,1,0.1,9.7
2024-06-17,South,Office Supplies,Corporate,178.47,5,0.0,50.36
2024-06-17,West,Office Supplies,Corporate,294.77,3,0.1,80.65
2024-06-17,South,Furniture,Consumer,419.81,2,0.1,90.19
2024-06-18,South,Office Supplies,Consumer,51.41,5,0.0,0.05
2024-06-18,East,Technology,Consumer,647.92,6,0.0,170.84
2024-06-18,Central,Office Supplies,Consumer,25.14,4,0.1,30.03
2024-06-19,West,Technology,Corporate,559.14,2,0.0,164.56
2024-06-19,East,Technology,Consumer,92.89,2,0.1,28.8
2024-06-19,West,Technology,Consumer,184.95,3,0.0,34.49
2024-06-19,Central,Furniture,Home Office,369.93,2,0.0,93.19
2024-06-19,West,Technology,Consumer,351.95,6,0.1,86.26
2024-06-20,East,Office Supplies,Home Office,98.61,1,0.0,47.84
2024-06-20,Central,Office Supplies,Consumer,81.66,7,0.0,13.72
2024-06-20,West,Office Supplies,Corporate,43.59,1,0.0,14.5
2024-06-20,West,Office Supplies,Consumer,100.84,3,0.0,14.36
2024-06-20,West,Office Supplies,Consumer,39.9,7,0.0,16.63
2024-06-21,East,Office Supplies,Home Office,41.44,5,0.1,11.31
2024-06-21,East,Furniture,Home Office,333.37,3,0.1,80.2
2024-06-21,West,Technology,Corporate,339.62,7,0.0,86.21
2024-06-21,West,Technology,Home Office,785.88,6,0.1,203.05
2024-06-21,West,Office Supplies,Consumer,75.1,5,0.1,8.99
2024-06-21,East,Furniture,Home Office,221.78,6,0.1,36.2
2024-06-21,South,Office Supplies,Corporate,92.81,1,0.3,6.27
2024-06-21,East,Technology,Home Office,297.21,1,0.0,70.43
2024-06-22,East,Office Supplies,Consumer,33.58,2,0.2,12.34
2024-06-22,West,Office Supplies,Home Office,39.65,1,0.1,19.32
2024-06-22,East,Furniture,Consumer,237.1,6,0.2,36.57
2024-06-22,Central,Technology,Consumer,299.03,5,0.0,94.16
2024-06-22,Central,Technology,Consumer,493.87,4,0.2,73.83
2024-06-22,South,Furniture,Consumer,329.9,1,0.1,80.59
2024-06-22,Central,Technology,Corporate,464.7,2,0.0,126.49
2024-06-22,East,Technology,Corporate,352.42,5,0.0,109.07
2024-06-22,West,Furniture,Consumer,404.74,4,0.1,83.15
2024-06-23,East,Furniture,Corporate,426.25,2,0.1,115.9
2024-06-23,West,Technology,Corporate,48.17,3,0.0,14.69
2024-06-23,South,Technology,Consumer,58.59,4,0.0,3.95
2024-06-23,West,Office Supplies,Corporate,217.57,2,0.0,62.89
2024-06-23,West,Technology,Consumer,287.65,5,0.3,26.63
2024-06-23,East,Technology,Consumer,284.58,7,0.2,61.7
2024-06-23,West,Office Supplies,Corporate,45.92,4,0.1,7.84
2024-06-24,East,Technology,Consumer,240.36,7,0.0,75.71
2024-06-24,Central,Technology,Consumer,404.58,6,0.0,143.43
2024-06-24,West,Furniture,Home Office,311.58,1,0.0,85.34
2024-06-24,East,Office Supplies,Consumer,40.33,3,0.1,24.92
2024-06-24,South,Technology,Consumer,1956.55,3,0.3,275.86
2024-06-24,Central,Technology,Consumer,176.13,7,0.3,43.63
2024-06-25,East,Technology,Consumer,662.07,3,0.0,169.71
2024-06-25,West,Furniture,Consumer,343.81,4,0.0,99.35
2024-06-26,West,Technology,Consumer,397.66,2,0.2,70.74
2024-06-26,Central,Technology,Corporate,544.34,1,0.0,163.23
2024-06-26,West,Technology,Home Office,496.46,7,0.2,91.6
2024-06-26,Central,Technology,Corporate,303.06,4,0.1,71.22
