Date,Dark_Store,Category,SKU,Units_Sold,Forecast_Units,On_Hand_Units,Promo_Flag
2025-01-08,DS-Amsterdam-01,Household,HOU-04,29,26,113,0
2025-01-08,DS-Amsterdam-01,Household,HOU-05,35,33,109,0
2025-01-08,DS-Amsterdam-01,Household,HOU-06,19,26,64,0
2025-01-08,DS-Amsterdam-02,Fresh Produce,FRE-01,46,46,272,0
2025-01-08,DS-Amsterdam-02,Fresh Produce,FRE-02,40,49,270,0
2025-01-08,DS-Amsterdam-02,Fresh Produce,FRE-03,76,63,519,1
2025-01-08,DS-Amsterdam-02,Fresh Produce,FRE-04,32,56,204,0
2025-01-08,DS-Amsterdam-02,Fresh Produce,FRE-05,45,61,238,0
2025-01-08,DS-Amsterdam-02,Fresh Produce,FRE-06,53,40,345,0
2025-01-08,DS-Amsterdam-02,Dairy,DAI-01,16,29,45,0
2025-01-08,DS-Amsterdam-02,Dairy,DAI-02,38,26,129,0
2025-01-08,DS-Amsterdam-02,Dairy,DAI-03,32,39,119,0
2025-01-08,DS-Amsterdam-02,Dairy,DAI-04,24,24,97,0
2025-01-08,DS-Amsterdam-02,Dairy,DAI-05,55,55,162,1
2025-01-08,DS-Amsterdam-02,Dairy,DAI-06,33,40,123,0
2025-01-08,DS-Amsterdam-02,Beverages,BEV-01,52,58,174,0
2025-01-08,DS-Amsterdam-02,Beverages,BEV-02,74,54,253,0
2025-01-08,DS-Amsterdam-02,Beverages,BEV-03,58,67,242,0
2025-01-08,DS-Amsterdam-02,Beverages,BEV-04,45,59,134,0
2025-01-08,DS-Amsterdam-02,Beverages,BEV-05,78,97,302,1
2025-01-08,DS-Amsterdam-02,Beverages,BEV-06,61,52,237,0
2025-01-08,DS-Amsterdam-02,Snacks,SNA-01,46,37,76,0
2025-01-08,DS-Amsterdam-02,Snacks,SNA-02,51,32,87,0
2025-01-08,DS-Amsterdam-02,Snacks,SNA-03,54,40,84,0
2025-01-08,DS-Amsterdam-02,Snacks,SNA-04,42,38,67,0
2025-01-08,DS-Amsterdam-02,Snacks,SNA-05,42,41,66,0
2025-01-08,DS-Amsterdam-02,Snacks,SNA-06,44,43,65,0
2025-01-08,DS-Amsterdam-02,Household,HOU-01,20,27,81,0
2025-01-08,DS-Amsterdam-02,Household,HOU-02,28,20,115,0
2025-01-08,DS-Amsterdam-02,Household,HOU-03,32,24,109,0
2025-01-08,DS-Amsterdam-02,Household,HOU-04,22,18,76,0
2025-01-08,DS-Amsterdam-02,Household,HOU-05,17,22,61,0
2025-01-08,DS-Amsterdam-02,Household,HOU-06,31,23,97,0
2025-01-08,DS-Rotterdam-01,Fresh Produce,FRE-01,49,54,309,0
2025-01-08,DS-Rotterdam-01,Fresh Produce,FRE-02,51,60,293,0
2025-01-08,DS-Rotterdam-01,Fresh Produce,FRE-03,43,64,306,0
2025-01-08,DS-Rotterdam-01,Fresh Produce,FRE-04,57,63,276,0
2025-01-08,DS-Rotterdam-01,Fresh Produce,FRE-05,53,61,338,0
2025-01-08,DS-Rotterdam-01,Fresh Produce,FRE-06,48,68,291,0
2025-01-08,DS-Rotterdam-01,Dairy,DAI-01,39,38,144,0
2025-01-08,DS-Rotterdam-01,Dairy,DAI-02,44,36,145,0
2025-01-08,DS-Rotterdam-01,Dairy,DAI-03,33,33,128,0
2025-01-08,DS-Rotterdam-01,Dairy,DAI-04,37,35,123,0
2025-01-08,DS-Rotterdam-01,Dairy,DAI-05,34,35,101,0
2025-01-08,DS-Rotterdam-01,Dairy,DAI-06,45,42,130,0
2025-01-08,DS-Rotterdam-01,Beverages,BEV-01,62,63,176,0
2025-01-08,DS-Rotterdam-01,Beverages,BEV-02,51,60,180,0
2025-01-08,DS-Rotterdam-01,Beverages,BEV-03,73,62,254,0
2025-01-08,DS-Rotterdam-01,Beverages,BEV-04,57,58,200,0
2025-01-08,DS-Rotterdam-01,Beverages,BEV-05,69,54,281,0
2025-01-08,DS-Rotterdam-01,Beverages,BEV-06,66,63,217,0
2025-01-08,DS-Rotterdam-01,Snacks,SNA-01,56,41,98,0
2025-01-08,DS-Rotterdam-01,Snacks,SNA-02,46,54,55,0
2025-01-08,DS-Rotterdam-01,Snacks,SNA-03,70,44,97,0
2025-01-08,DS-Rotterdam-01,Snacks,SNA-04,52,51,73,0
2025-01-08,DS-Rotterdam-01,Snacks,SNA-05,65,57,83,0
2025-01-08,DS-Rotterdam-01,Snacks,SNA-06,61,47,74,0
2025-01-08,DS-Rotterdam-01,Household,HOU-01,28,30,80,0
2025-01-08,DS-Rotterdam-01,Household,HOU-02,27,28,109,0
2025-01-08,DS-Rotterdam-01,Household,HOU-03,28,25,86,0
2025-01-08,DS-Rotterdam-01,Household,HOU-04,28,26,84,0
2025-01-08,DS-Rotterdam-01,Household,HOU-05,24,26,71,0
2025-01-08,DS-Rotterdam-01,Household,HOU-06,19,29,68,0
2025-01-08,DS-Utrecht-01,Fresh Produce,FRE-01,35,39,226,0
2025-01-08,DS-Utrecht-01,Fresh Produce,FRE-02,31,41,179,0
2025-01-08,DS-Utrecht-01,Fresh Produce,FRE-03,29,48,150,0
2025-01-08,DS-Utrecht-01,Fresh Produce,FRE-04,32,46,216,0
2025-01-08,DS-Utrecht-01,Fresh Produce,FRE-05,28,45,138,0
2025-01-08,DS-Utrecht-01,Fresh Produce,FRE-06,44,42,279,0
2025-01-08,DS-Utrecht-01,Dairy,DAI-01,36,26,108,0
2025-01-08,DS-Utrecht-01,Dairy,DAI-02,39,28,162,0
2025-01-08,DS-Utrecht-01,Dairy,DAI-03,36,34,113,0
2025-01-08,DS-Utrecht-01,Dairy,DAI-04,23,28,68,0
2025-01-08,DS-Utrecht-01,Dairy,DAI-05,24,28,79,0
2025-01-08,DS-Utrecht-01,Dairy,DAI-06,25,25,94,0
2025-01-08,DS-Utrecht-01,Beverages,BEV-01,36,44,102,0
2025-01-08,DS-Utrecht-01,Beverages,BEV-02,56,55,177,0
2025-01-08,DS-Utrecht-01,Beverages,BEV-03,38,62,136,0
2025-01-08,DS-Utrecht-01,Beverages,BEV-04,48,40,151,0
2025-01-08,DS-Utrecht-01,Beverages,BEV-05,45,56,186,0
2025-01-08,DS-Utrecht-01,Beverages,BEV-06,47,47,183,0
2025-01-08,DS-Utrecht-01,Snacks,SNA-01,45,30,55,0
2025-01-08,DS-Utrecht-01,Snacks,SNA-02,44,35,68,0
2025-01-08,DS-Utrecht-01,Snacks,SNA-03,50,31,88,0
2025-01-08,DS-Utrecht-01,Snacks,SNA-04,34,28,57,0
2025-01-08,DS-Utrecht-01,Snacks,SNA-05,43,36,64,0
2025-01-08,DS-Utrecht-01,Snacks,SNA-06,48,27,68,0
2025-01-08,DS-Utrecht-01,Household,HOU-01,19,18,58,0
2025-01-08,DS-Utrecht-01,Household,HOU-02,22,17,79,0
2025-01-08,DS-Utrecht-01,Household,HOU-03,16,19,47,0
2025-01-08,DS-Utrecht-01,Household,HOU-04,17,16,56,0
2025-01-08,DS-Utrecht-01,Household,HOU-05,15,19,47,0
2025-01-08,DS-Utrecht-01,Household,HOU-06,16,15,58,0
2025-01-08,DS-TheHague-01,Fresh Produce,FRE-01,66,59,359,0
2025-01-08,DS-TheHague-01,Fresh Produce,FRE-02,55,47,326,0
2025-01-08,DS-TheHague-01,Fresh Produce,FRE-03,105,85,654,1
2025-01-08,DS-TheHague-01,Fresh Produce,FRE-04,83,109,568,1
2025-01-08,DS-TheHague-01,Fresh Produce,FRE-05,57,56,329,0
2025-01-08,DS-TheHague-01,Fresh Produce,FRE-06,46,54,296,0
2025-01-08,DS-TheHague-01,Dairy,DAI-01,35,38,125,0
2025-01-08,DS-TheHague-01,Dairy,DAI-02,40,36,143,0
2025-01-08,DS-TheHague-01,Dairy,DAI-03,41,37,127,0
2025-01-08,DS-TheHague-01,Dairy,DAI-04,45,28,185,0
2025-01-08,DS-TheHague-01,Dairy,DAI-05,65,78,233,1
2025-01-08,DS-TheHague-01,Dairy,DAI-06,54,35,182,0
2025-01-08,DS-TheHague-01,Beverages,BEV-01,58,70,242,0
2025-01-08,DS-TheHague-01,Beverages,BEV-02,65,79,271,0
2025-01-08,DS-TheHague-01,Beverages,BEV-03,87,67,298,0
2025-01-08,DS-TheHague-01,Beverages,BEV-04,120,138,391,1
2025-01-08,DS-TheHague-01,Beverages,BEV-05,72,60,247,0
2025-01-08,DS-TheHague-01,Beverages,BEV-06,67,57,268,0
2025-01-08,DS-TheHague-01,Snacks,SNA-01,57,49,93,0
2025-01-08,DS-TheHague-01,Snacks,SNA-02,63,56,100,0
2025-01-08,DS-TheHague-01,Snacks,SNA-03,57,49,92,0
2025-01-08,DS-TheHague-01,Snacks,SNA-04,67,42,105,0
2025-01-08,DS-TheHague-01,Snacks,SNA-05,85,43,112,0
2025-01-08,DS-TheHague-01,Snacks,SNA-06,58,54,85,0
2025-01-08,DS-TheHague-01,Household,HOU-01,30,25,116,0
2025-01-08,DS-TheHague-01,Household,HOU-02,34,22,119,0
2025-01-08,DS-TheHague-01,Household,HOU-03,24,30,68,0
2025-01-08,DS-TheHague-01,Household,HOU-04,25,29,91,0
2025-01-08,DS-TheHague-01,Household,HOU-05,51,51,193,1
2025-01-08,DS-TheHague-01,Household,HOU-06,31,30,128,0
2025-01-09,DS-Amsterdam-01,Fresh Produce,FRE-01,48,61,255,0
2025-01-09,DS-Amsterdam-01,Fresh Produce,FRE-02,58,48,283,0
2025-01-09,DS-Amsterdam-01,Fresh Produce,FRE-03,62,53,324,0
2025-01-09,DS-Amsterdam-01,Fresh Produce,FRE-04,42,54,295,0
2025-01-09,DS-Amsterdam-01,Fresh Produce,FRE-05,97,123,673,1
2025-01-09,DS-Amsterdam-01,Fresh Produce,FRE-06,32,55,218,0
2025-01-09,DS-Amsterdam-01,Dairy,DAI-01,41,43,115,0
2025-01-09,DS-Amsterdam-01,Dairy,DAI-02,41,42,143,0
2025-01-09,DS-Amsterdam-01,Dairy,DAI-03,34,45,107,0
2025-01-09,DS-Amsterdam-01,Dairy,DAI-04,41,37,169,0
2025-01-09,DS-Amsterdam-01,Dairy,DAI-05,35,31,111,0
2025-01-09,DS-Amsterdam-01,Dairy,DAI-06,43,42,164,0
2025-01-09,DS-Amsterdam-01,Beverages,BEV-01,85,61,314,0
2025-01-09,DS-Amsterdam-01,Beverages,BEV-02,83,69,273,0
2025-01-09,DS-Amsterdam-01,Beverages,BEV-03,63,79,228,0
2025-01-09,DS-Amsterdam-01,Beverages,BEV-04,63,82,259,0
2025-01-09,DS-Amsterdam-01,Beverages,BEV-05,82,77,307,0
2025-01-09,DS-Amsterdam-01,Beverages,BEV-06,77,56,220,0
2025-01-09,DS-Amsterdam-01,Snacks,SNA-01,50,61,86,0
2025-01-09,DS-Amsterdam-01,Snacks,SNA-02,45,57,75,0
2025-01-09,DS-Amsterdam-01,Snacks,SNA-03,50,45,69,0
2025-01-09,DS-Amsterdam-01,Snacks,SNA-04,57,45,99,0
2025-01-09,DS-Amsterdam-01,Snacks,SNA-05,59,55,100,0
2025-01-09,DS-Amsterdam-01,Snacks,SNA-06,105,92,149,1
2025-01-09,DS-Amsterdam-01,Household,HOU-01,27,25,101,0
2025-01-09,DS-Amsterdam-01,Household,HOU-02,32,24,114,0
2025-01-09,DS-Amsterdam-01,Household,HOU-03,26,26,94,0
2025-01-09,DS-Amsterdam-01,Household,HOU-04,22,29,67,0
2025-01-09,DS-Amsterdam-01,Household,HOU-05,33,25,116,0
2025-01-09,DS-Amsterdam-01,Household,HOU-06,37,26,122,0
2025-01-09,DS-Amsterdam-02,Fresh Produce,FRE-01,38,55,241,0
2025-01-09,DS-Amsterdam-02,Fresh Produce,FRE-02,44,53,242,0
2025-01-09,DS-Amsterdam-02,Fresh Produce,FRE-03,48,61,314,0
2025-01-09,DS-Amsterdam-02,Fresh Produce,FRE-04,53,58,317,0
2025-01-09,DS-Amsterdam-02,Fresh Produce,FRE-05,63,69,410,0
2025-01-09,DS-Amsterdam-02,Fresh Produce,FRE-06,53,57,316,0
2025-01-09,DS-Amsterdam-02,Dairy,DAI-01,82,90,301,1
2025-01-09,DS-Amsterdam-02,Dairy,DAI-02,38,35,106,0
2025-01-09,DS-Amsterdam-02,Dairy,DAI-03,35,44,118,0
2025-01-09,DS-Amsterdam-02,Dairy,DAI-04,48,42,168,0
2025-01-09,DS-Amsterdam-02,Dairy,DAI-05,46,47,169,0
2025-01-09,DS-Amsterdam-02,Dairy,DAI-06,34,25,113,0
2025-01-09,DS-Amsterdam-02,Beverages,BEV-01,73,73,269,0
2025-01-09,DS-Amsterdam-02,Beverages,BEV-02,76,73,233,0
2025-01-09,DS-Amsterdam-02,Beverages,BEV-03,77,52,310,0
2025-01-09,DS-Amsterdam-02,Beverages,BEV-04,73,68,287,0
2025-01-09,DS-Amsterdam-02,Beverages,BEV-05,76,73,231,0
2025-01-09,DS-Amsterdam-02,Beverages,BEV-06,75,78,229,0
2025-01-09,DS-Amsterdam-02,Snacks,SNA-01,58,50,79,0
2025-01-09,DS-Amsterdam-02,Snacks,SNA-02,66,48,94,0
2025-01-09,DS-Amsterdam-02,Snacks,SNA-03,57,55,99,0
2025-01-09,DS-Amsterdam-02,Snacks,SNA-04,61,42,93,0
2025-01-09,DS-Amsterdam-02,Snacks,SNA-05,68,41,108,0
2025-01-09,DS-Amsterdam-02,Snacks,SNA-06,63,50,104,0
2025-01-09,DS-Amsterdam-02,Household,HOU-01,21,25,64,0
2025-01-09,DS-Amsterdam-02,Household,HOU-02,58,38,207,1
2025-01-09,DS-Amsterdam-02,Household,HOU-03,31,23,116,0
2025-01-09,DS-Amsterdam-02,Household,HOU-04,26,27,77,0
2025-01-09,DS-Amsterdam-02,Household,HOU-05,41,28,153,0
2025-01-09,DS-Amsterdam-02,Household,HOU-06,21,27,81,0
2025-01-09,DS-Rotterdam-01,Fresh Produce,FRE-01,42,61,255,0
2025-01-09,DS-Rotterdam-01,Fresh Produce,FRE-02,43,54,242,0
2025-01-09,DS-Rotterdam-01,Fresh Produce,FRE-03,56,44,336,0
2025-01-09,DS-Rotterdam-01,Fresh Produce,FRE-04,63,42,337,0
2025-01-09,DS-Rotterdam-01,Fresh Produce,FRE-05,54,59,272,0
2025-01-09,DS-Rotterdam-01,Fresh Produce,FRE-06,82,99,471,1
2025-01-09,DS-Rotterdam-01,Dairy,DAI-01,63,78,202,1
2025-01-09,DS-Rotterdam-01,Dairy,DAI-02,26,41,106,0
2025-01-09,DS-Rotterdam-01,Dairy,DAI-03,31,51,96,0
2025-01-09,DS-Rotterdam-01,Dairy,DAI-04,28,39,87,0
2025-01-09,DS-Rotterdam-01,Dairy,DAI-05,38,36,132,0
2025-01-09,DS-Rotterdam-01,Dairy,DAI-06,35,43,112,0
2025-01-09,DS-Rotterdam-01,Beverages,BEV-01,70,64,201,0
2025-01-09,DS-Rotterdam-01,Beverages,BEV-02,50,70,166,0
2025-01-09,DS-Rotterdam-01,Beverages,BEV-03,75,80,274,0
2025-01-09,DS-Rotterdam-01,Beverages,BEV-04,70,64,245,0
2025-01-09,DS-Rotterdam-01,Beverages,BEV-05,83,61,282,0
2025-01-09,DS-Rotterdam-01,Beverages,BEV-06,70,85,220,0
2025-01-09,DS-Rotterdam-01,Snacks,SNA-01,69,49,112,0
2025-01-09,DS-Rotterdam-01,Snacks,SNA-02,57,53,91,0
2025-01-09,DS-Rotterdam-01,Snacks,SNA-03,56,48,68,0
2025-01-09,DS-Rotterdam-01,Snacks,SNA-04,62,58,99,0
2025-01-09,DS-Rotterdam-01,Snacks,SNA-05,55,55,69,0
2025-01-09,DS-Rotterdam-01,Snacks,SNA-06,65,43,86,0
2025-01-09,DS-Rotterdam-01,Household,HOU-01,57,59,205,1
2025-01-09,DS-Rotterdam-01,Household,HOU-02,25,32,81,0
2025-01-09,DS-Rotterdam-01,Household,HOU-03,39,50,147,1
2025-01-09,DS-Rotterdam-01,Household,HOU-04,35,29,127,0
2025-01-09,DS-Rotterdam-01,Household,HOU-05,22,24,90,0
2025-01-09,DS-Rotterdam-01,Household,HOU-06,29,28,82,0
2025-01-09,DS-Utrecht-01,Fresh Produce,FRE-01,48,49,267,0
2025-01-09,DS-Utrecht-01,Fresh Produce,FRE-02,42,50,299,0
2025-01-09,DS-Utrecht-01,Fresh Produce,FRE-03,47,60,273,0
2025-01-09,DS-Utrecht-01,Fresh Produce,FRE-04,45,53,226,0
2025-01-09,DS-Utrecht-01,Fresh Produce,FRE-05,37,57,185,0
2025-01-09,DS-Utrecht-01,Fresh Produce,FRE-06,40,59,285,0
2025-01-09,DS-Utrecht-01,Dairy,DAI-01,30,37,123,0
2025-01-09,DS-Utrecht-01,Dairy,DAI-02,32,38,123,0
2025-01-09,DS-Utrecht-01,Dairy,DAI-03,34,32,96,0
2025-01-09,DS-Utrecht-01,Dairy,DAI-04,71,74,263,1
2025-01-09,DS-Utrecht-01,Dairy,DAI-05,35,41,118,0
2025-01-09,DS-Utrecht-01,Dairy,DAI-06,46,35,161,0
2025-01-09,DS-Utrecht-01,Beverages,BEV-01,55,60,227,0
2025-01-09,DS-Utrecht-01,Beverages,BEV-02,64,65,265,0
2025-01-09,DS-Utrecht-01,Beverages,BEV-03,61,63,220,0
2025-01-09,DS-Utrecht-01,Beverages,BEV-04,59,57,179,0
2025-01-09,DS-Utrecht-01,Beverages,BEV-05,49,54,172,0
2025-01-09,DS-Utrecht-01,Beverages,BEV-06,52,52,205,0
2025-01-09,DS-Utrecht-01,Snacks,SNA-01,55,53,80,0
2025-01-09,DS-Utrecht-01,Snacks,SNA-02,54,39,90,0
2025-01-09,DS-Utrecht-01,Snacks,SNA-03,59,44,97,0
2025-01-09,DS-Utrecht-01,Snacks,SNA-04,33,44,52,0
2025-01-09,DS-Utrecht-01,Snacks,SNA-05,48,42,83,0
2025-01-09,DS-Utrecht-01,Snacks,SNA-06,50,52,83,0
2025-01-09,DS-Utrecht-01,Household,HOU-01,25,24,84,0
2025-01-09,DS-Utrecht-01,Household,HOU-02,19,25,60,0
2025-01-09,DS-Utrecht-01,Household,HOU-03,17,24,70,0
2025-01-09,DS-Utrecht-01,Household,HOU-04,19,21,54,0
2025-01-09,DS-Utrecht-01,Household,HOU-05,17,23,52,0
2025-01-09,DS-Utrecht-01,Household,HOU-06,35,27,129,0
2025-01-09,DS-TheHague-01,Fresh Produce,FRE-01,30,38,198,0
2025-01-09,DS-TheHague-01,Fresh Produce,FRE-02,30,38,161,0
2025-01-09,DS-TheHague-01,Fresh Produce,FRE-03,45,36,273,0
2025-01-09,DS-TheHague-01,Fresh Produce,FRE-04,54,82,290,1
2025-01-09,DS-TheHague-01,Fresh Produce,FRE-05,46,42,322,0
2025-01-09,DS-TheHague-01,Fresh Produce,FRE-06,32,47,187,0
2025-01-09,DS-TheHague-01,Dairy,DAI-01,33,24,102,0
2025-01-09,DS-TheHague-01,Dairy,DAI-02,23,23,88,0
2025-01-09,DS-TheHague-01,Dairy,DAI-03,31,28,107,0
2025-01-09,DS-TheHague-01,Dairy,DAI-04,25,27,86,0
2025-01-09,DS-TheHague-01,Dairy,DAI-05,29,29,105,0
2025-01-09,DS-TheHague-01,Dairy,DAI-06,35,48,139,1
2025-01-09,DS-TheHague-01,Beverages,BEV-01,49,48,158,0
2025-01-09,DS-TheHague-01,Beverages,BEV-02,67,39,273,0
2025-01-09,DS-TheHague-01,Beverages,BEV-03,52,37,184,0
2025-01-09,DS-TheHague-01,Beverages,BEV-04,47,42,133,0
2025-01-09,DS-TheHague-01,Beverages,BEV-05,58,44,211,0
2025-01-09,DS-TheHague-01,Beverages,BEV-06,39,53,137,0
2025-01-09,DS-TheHague-01,Snacks,SNA-01,38,35,47,0
2025-01-09,DS-TheHague-01,Snacks,SNA-02,54,40,73,0
2025-01-09,DS-TheHague-01,Snacks,SNA-03,40,41,55,0
2025-01-09,DS-TheHague-01,Snacks,SNA-04,48,28,57,0
2025-01-09,DS-TheHague-01,Snacks,SNA-05,31,29,42,0
2025-01-09,DS-TheHague-01,Snacks,SNA-06,30,30,38,0
2025-01-09,DS-TheHague-01,Household,HOU-01,15,19,44,0
2025-01-09,DS-TheHague-01,Household,HOU-02,25,29,92,1
2025-01-09,DS-TheHague-01,Household,HOU-03,19,17,74,0
2025-01-09,DS-TheHague-01,Household,HOU-04,22,16,91,0
2025-01-09,DS-TheHague-01,Household,HOU-05,19,18,64,0
2025-01-09,DS-TheHague-01,Household,HOU-06,12,22,41,0
2025-01-10,DS-Amsterdam-01,Fresh Produce,FRE-01,57,48,335,0
2025-01-10,DS-Amsterdam-01,Fresh Produce,FRE-02,37,45,213,0
2025-01-10,DS-Amsterdam-01,Fresh Produce,FRE-03,33,49,170,0
2025-01-10,DS-Amsterdam-01,Fresh Produce,FRE-04,52,57,283,0
2025-01-10,DS-Amsterdam-01,Fresh Produce,FRE-05,44,54,251,0
2025-01-10,DS-Amsterdam-01,Fresh Produce,FRE-06,57,53,370,0
2025-01-10,DS-Amsterdam-01,Dairy,DAI-01,72,59,235,1
2025-01-10,DS-Amsterdam-01,Dairy,DAI-02,32,41,111,0
2025-01-10,DS-Amsterdam-01,Dairy,DAI-03,35,31,138,0
2025-01-10,DS-Amsterdam-01,Dairy,DAI-04,39,31,147,0
2025-01-10,DS-Amsterdam-01,Dairy,DAI-05,27,34,80,0
2025-01-10,DS-Amsterdam-01,Dairy,DAI-06,55,40,160,0
2025-01-10,DS-Amsterdam-01,Beverages,BEV-01,61,63,230,0
2025-01-10,DS-Amsterdam-01,Beverages,BEV-02,61,56,207,0
2025-01-10,DS-Amsterdam-01,Beverages,BEV-03,51,66,169,0
2025-01-10,DS-Amsterdam-01,Beverages,BEV-04,54,60,184,0
2025-01-10,DS-Amsterdam-01,Beverages,BEV-05,68,62,276,0
2025-01-10,DS-Amsterdam-01,Beverages,BEV-06,59,63,199,0
2025-01-10,DS-Amsterdam-01,Snacks,SNA-01,58,35,89,0
2025-01-10,DS-Amsterdam-01,Snacks,SNA-02,95,97,151,1
2025-01-10,DS-Amsterdam-01,Snacks,SNA-03,59,43,79,0
2025-01-10,DS-Amsterdam-01,Snacks,SNA-04,49,46,66,0
2025-01-10,DS-Amsterdam-01,Snacks,SNA-05,53,37,66,0
2025-01-10,DS-Amsterdam-01,Snacks,SNA-06,82,79,147,1
2025-01-10,DS-Amsterdam-01,Household,HOU-01,28,24,105,0
2025-01-10,DS-Amsterdam-01,Household,HOU-02,28,21,109,0
2025-01-10,DS-Amsterdam-01,Household,HOU-03,26,22,82,0
2025-01-10,DS-Amsterdam-01,Household,HOU-04,22,18,65,0
2025-01-10,DS-Amsterdam-01,Household,HOU-05,26,26,100,0
2025-01-10,DS-Amsterdam-01,Household,HOU-06,21,23,88,0
2025-01-10,DS-Amsterdam-02,Fresh Produce,FRE-01,32,44,158,0
2025-01-10,DS-Amsterdam-02,Fresh Produce,FRE-02,44,42,243,0
2025-01-10,DS-Amsterdam-02,Fresh Produce,FRE-03,42,44,213,0
2025-01-10,DS-Amsterdam-02,Fresh Produce,FRE-04,41,43,218,0
2025-01-10,DS-Amsterdam-02,Fresh Produce,FRE-05,41,47,249,0
2025-01-10,DS-Amsterdam-02,Fresh Produce,FRE-06,39,47,217,0
2025-01-10,DS-Amsterdam-02,Dairy,DAI-01,35,22,122,0
2025-01-10,DS-Amsterdam-02,Dairy,DAI-02,27,33,103,0
2025-01-10,DS-Amsterdam-02,Dairy,DAI-03,35,28,98,0
2025-01-10,DS-Amsterdam-02,Dairy,DAI-04,31,23,87,0
2025-01-10,DS-Amsterdam-02,Dairy,DAI-05,32,36,107,0
2025-01-10,DS-Amsterdam-02,Dairy,DAI-06,31,31,116,0
2025-01-10,DS-Amsterdam-02,Beverages,BEV-01,59,53,231,0
2025-01-10,DS-Amsterdam-02,Beverages,BEV-02,39,60,120,0
2025-01-10,DS-Amsterdam-02,Beverages,BEV-03,47,56,141,0
2025-01-10,DS-Amsterdam-02,Beverages,BEV-04,52,55,155,0
2025-01-10,DS-Amsterdam-02,Beverages,BEV-05,43,45,167,0
2025-01-10,DS-Amsterdam-02,Beverages,BEV-06,55,71,213,0
2025-01-10,DS-Amsterdam-02,Snacks,SNA-01,50,37,70,0
2025-01-10,DS-Amsterdam-02,Snacks,SNA-02,42,43,64,0
2025-01-10,DS-Amsterdam-02,Snacks,SNA-03,47,35,73,0
2025-01-10,DS-Amsterdam-02,Snacks,SNA-04,43,35,52,0
2025-01-10,DS-Amsterdam-02,Snacks,SNA-05,42,43,68,0
2025-01-10,DS-Amsterdam-02,Snacks,SNA-06,51,36,82,0
2025-01-10,DS-Amsterdam-02,Household,HOU-01,23,16,73,0
2025-01-10,DS-Amsterdam-02,Household,HOU-02,28,24,86,0
2025-01-10,DS-Amsterdam-02,Household,HOU-03,23,21,76,0
2025-01-10,DS-Amsterdam-02,Household,HOU-04,17,23,68,0
2025-01-10,DS-Amsterdam-02,Household,HOU-05,24,23,70,0
2025-01-10,DS-Amsterdam-02,Household,HOU-06,19,21,54,0
2025-01-10,DS-Rotterdam-01,Fresh Produce,FRE-01,89,98,529,1
2025-01-10,DS-Rotterdam-01,Fresh Produce,FRE-02,52,65,356,0
2025-01-10,DS-Rotterdam-01,Fresh Produce,FRE-03,56,61,279,0
2025-01-10,DS-Rotterdam-01,Fresh Produce,FRE-04,54,57,282,0
2025-01-10,DS-Rotterdam-01,Fresh Produce,FRE-05,42,60,299,0
2025-01-10,DS-Rotterdam-01,Fresh Produce,FRE-06,47,66,246,0
2025-01-10,DS-Rotterdam-01,Dairy,DAI-01,55,31,214,0
2025-01-10,DS-Rotterdam-01,Dairy,DAI-02,70,69,233,1
2025-01-10,DS-Rotterdam-01,Dairy,DAI-03,35,34,134,0
2025-01-10,DS-Rotterdam-01,Dairy,DAI-04,49,33,139,0
2025-01-10,DS-Rotterdam-01,Dairy,DAI-05,41,39,169,0
2025-01-10,DS-Rotterdam-01,Dairy,DAI-06,36,38,101,0
2025-01-10,DS-Rotterdam-01,Beverages,BEV-01,152,124,432,1
2025-01-10,DS-Rotterdam-01,Beverages,BEV-02,62,70,208,0
2025-01-10,DS-Rotterdam-01,Beverages,BEV-03,69,62,277,0
2025-01-10,DS-Rotterdam-01,Beverages,BEV-04,65,51,216,0
2025-01-10,DS-Rotterdam-01,Beverages,BEV-05,63,62,257,0
2025-01-10,DS-Rotterdam-01,Beverages,BEV-06,73,57,277,0
2025-01-10,DS-Rotterdam-01,Snacks,SNA-01,44,59,64,0
2025-01-10,DS-Rotterdam-01,Snacks,SNA-02,61,49,96,0
2025-01-10,DS-Rotterdam-01,Snacks,SNA-03,56,40,83,0
2025-01-10,DS-Rotterdam-01,Snacks,SNA-04,52,52,68,0
2025-01-10,DS-Rotterdam-01,Snacks,SNA-05,57,45,96,0
2025-01-10,DS-Rotterdam-01,Snacks,SNA-06,96,92,169,1
2025-01-10,DS-Rotterdam-01,Household,HOU-01,42,47,175,1
2025-01-10,DS-Rotterdam-01,Household,HOU-02,27,26,88,0
2025-01-10,DS-Rotterdam-01,Household,HOU-03,33,27,97,0
2025-01-10,DS-Rotterdam-01,Household,HOU-04,55,46,185,1
2025-01-10,DS-Rotterdam-01,Household,HOU-05,25,24,102,0
2025-01-10,DS-Rotterdam-01,Household,HOU-06,34,31,134,0
2025-01-10,DS-Utrecht-01,Fresh Produce,FRE-01,48,42,254,0
2025-01-10,DS-Utrecht-01,Fresh Produce,FRE-02,39,42,273,0
2025-01-10,DS-Utrecht-01,Fresh Produce,FRE-03,21,53,101,0
2025-01-10,DS-Utrecht-01,Fresh Produce,FRE-04,33,54,195,0
2025-01-10,DS-Utrecht-01,Fresh Produce,FRE-05,48,45,264,0
2025-01-10,DS-Utrecht-01,Fresh Produce,FRE-06,50,43,311,0
